PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
1,2025-11-03,13:53:38,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,ChangeUp,Live,NA,65.94592,2.475870617,1.412823874,1659.037993,111.3851982,09:45:00,5.47431,-1.79583,6.13064,-56.78945,6.98261,-18.00457,3.03212,-1.99025,60.42243,-8.223922542,-1.998729092,0.5747601005,10.22168,3.07663,1.69746,50,5.63373,-1.95284,-95.89447,2.84735,9.46749,15.56496,-29.32443,9b75df49-ab89-4e97-9337-f84aae7d17ab,5ca567d7-a95a-4fa0-9917-a29ebecc430f,65.57943,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.88290067,1550.057276,0.9343108975,NA,72cff7d5-68be-4adf-ac9d-7544cf9eb26c,f9c92489-3267-463a-b7fc-f79210e19ca2
2,2025-11-03,13:53:57,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,ChangeUp,Live,NA,64.80771,1.987078956,3.109323843,1576.000046,100.0122092,09:15:00,5.45811,-1.78776,6.09873,-63.13007,3.23274,-18.84172,2.03823,-0.47978,59.43702,-9.88239601,-0.4609688558,0.5863187631,11.19095,1.16255,1.55865,50,5.57781,-4.68854,-94.14132,1.84595,9.96649,15.30952,-31.1387,5195d84d-d87e-4798-83a3-8422520c2559,5ca567d7-a95a-4fa0-9917-a29ebecc430f,64.2866,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.3687198,-18.16335458,1497.470519,0.9501716214,10:15:00,9a46102b-ad56-45a5-b74c-1fea0038259d,f9c92489-3267-463a-b7fc-f79210e19ca2
3,2025-11-03,13:54:20,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,70.56388,1.176026347,2.0095616,1761.756832,157.3300244,11:15:00,5.58559,-1.4993,6.62831,-37.66101,16.78348,-7.03428,3.52462,-0.24501,64.53911,-5.994732024,0.6666651823,0.531065852,4.47373,8.96628,1.36643,50,5.6494,-3.44928,-102.75234,1.27499,4.76971,17.46468,-22.61457,c2965c17-a806-410b-90ce-bab21b40d19b,5ca567d7-a95a-4fa0-9917-a29ebecc430f,70.97508,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.3049679,-23.99695378,1609.483046,0.9135670812,11:15:00,b957f21e-1358-4469-9c29-0ee2b63340f8,f9c92489-3267-463a-b7fc-f79210e19ca2
4,2025-11-03,13:54:40,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,74.42644,-0.5928430968,3.26472631,1769.326015,159.5867345,11:15:00,5.5653,-1.38422,6.85183,-33.55086,14.90941,-5.57125,2.22807,1.13082,68.40851,-6.979620832,2.200169503,0.5010307047,4.0171,8.49056,1.17828,50,5.51496,-6.05589,-108.3419,-1.8705,4.77594,18.88155,-22.07961,d2dd1f10-06d2-432c-a2bb-3cf22c4d82c7,5ca567d7-a95a-4fa0-9917-a29ebecc430f,75.2298,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.5945109,-23.51389932,1622.407049,0.9169633153,11:00:00,c8517d60-c225-46ea-8333-4441c785a8b7,f9c92489-3267-463a-b7fc-f79210e19ca2
5,2025-11-03,13:55:27,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,75.15015,-0.6386808992,2.000410483,1666.264968,162.7567101,11:30:00,5.68327,-1.59534,6.79326,-31.89719,16.03407,-4.99119,2.44192,-0.18493,68.4801,-6.736308107,1.041974058,0.498288442,3.39463,9.14752,1.46782,50,5.62974,-3.70946,-109.44038,-1.94334,4.08065,20.90873,-21.17789,8805eba0-961c-40c6-a8c1-883ae950dbea,5ca567d7-a95a-4fa0-9917-a29ebecc430f,75.64382,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.4507662,-19.55987524,1570.108385,0.9422921416,11:30:00,bd9472a9-e24f-4d52-9eef-838432f82ed5,f9c92489-3267-463a-b7fc-f79210e19ca2
6,2025-11-03,13:56:01,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,ChangeUp,Live,NA,68.19157,1.174639776,2.144123321,1709.429515,105.1685651,09:30:00,5.40525,-1.80117,6.28079,-53.66711,5.81069,-21.68833,2.0164,-1.63167,62.38613,-8.966469112,-1.984843214,0.5550714184,12.54604,2.82607,1.65378,50,5.46574,-3.2166,-99.19068,0.80531,12.37938,17.28783,-29.38552,be7ae1de-77cb-4fd6-a135-6666596f1b7e,5ca567d7-a95a-4fa0-9917-a29ebecc430f,67.90557,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.11974828,1615.13067,0.944836073,NA,3a752feb-3f06-4bdb-a17a-c33b0e887825,f9c92489-3267-463a-b7fc-f79210e19ca2
7,2025-11-03,13:56:28,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,ChangeUp,Live,NA,66.95774,1.772727498,1.375088721,1670.378445,114.6047923,09:45:00,5.36889,-1.70841,6.19349,-54.02883,7.81536,-17.20372,2.50385,-1.87249,61.20876,-8.430579169,-1.894230666,0.5660057781,9.81782,3.73179,1.61374,50,5.47491,-1.9439,-97.39986,1.77759,9.34773,16.56371,-28.62095,e12ada04-539a-475c-8909-e4a09d7daae7,5ca567d7-a95a-4fa0-9917-a29ebecc430f,66.59374,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.09810565,1587.738147,0.9505260029,NA,6e347901-9d03-4db6-8051-999cd02b475c,f9c92489-3267-463a-b7fc-f79210e19ca2
8,2025-11-03,13:56:59,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,76.17256,-1.371104974,3.504777369,1892.756519,147.5660956,11:00:00,5.62665,-1.60582,6.78969,-29.53324,16.79538,-10.70418,1.91159,0.70488,70.09362,-6.980420344,1.463372159,0.4898872264,6.91026,9.72461,1.38279,50,5.52629,-6.54011,-110.83366,-3.34213,8.61775,19.33133,-20.04652,356b4e7a-4148-422a-bed7-584d23dd62cd,5ca567d7-a95a-4fa0-9917-a29ebecc430f,76.94105,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.785162,-14.38892023,1833.383084,0.9686312343,11:00:00,1434b48a-971f-4ec2-b43d-8d8858cc757e,f9c92489-3267-463a-b7fc-f79210e19ca2
9,2025-11-03,13:57:21,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,77.40441,-0.7532928012,0.2401074181,1739.26147,160.5742437,11:15:00,5.60912,-1.35463,6.7162,-28.47908,16.76691,-5.92577,2.54734,-1.629,70.52083,-6.191998461,-0.8966609688,0.4841294007,3.37184,9.56293,1.34113,50,5.54807,-0.33174,-112.77654,-2.15982,4.30639,22.10379,-19.96061,fe94b97e-254a-4c58-b687-8e7fc185630f,5ca567d7-a95a-4fa0-9917-a29ebecc430f,77.85612,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.2660503,-22.31563923,1609.001411,0.925106109,10:45:00,fd66135b-e4bc-4ff1-83f8-b5e244740ef9,f9c92489-3267-463a-b7fc-f79210e19ca2
10,2025-11-03,13:57:44,"Barrett, Hudson",805201,Left,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,77.69988,-1.6072887,1.578365464,1731.429527,163.4888575,11:30:00,5.67422,-1.25376,6.71134,-27.94527,16.93977,-5.03125,1.87538,-0.22997,70.98616,-6.928966022,0.6146269876,0.4821944635,3.2662,9.90078,1.15141,50,5.55676,-2.99729,-113.14328,-3.84437,4.20789,21.8274,-19.41875,8c052f16-f593-45e7-990d-f1729553edc9,5ca567d7-a95a-4fa0-9917-a29ebecc430f,78.16854,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.3277849,-16.08330086,1663.661269,0.9608599381,11:15:00,d039ba9d-caae-4117-a4d6-601746f5709a,f9c92489-3267-463a-b7fc-f79210e19ca2
