PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
1,2025-10-24,13:39:38,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,88.94639,-1.613211188,-2.654395814,2025.983088,201.4973961,12:45:00,6.50582,2.64623,6.62155,-20.40279,14.0149,5.53209,3.32655,0.67511,81.01024,-5.499291333,-1.597604614,0.422242821,-3.85216,8.24904,-2.46879,50,6.38801,5.84523,-129.41132,-4.21811,-6.49351,28.51646,-18.26878,6136a6cd-fc1b-42e1-a7bb-876733641b07,44e18ee2-9786-45d5-8f8b-2e8b0270a824,89.26721,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.02741105,1788.381648,0.8827228905,NA,c9403a4a-6f21-4618-bd27-b412e05d0da3,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
2,2025-10-24,13:40:49,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,NA,Live,NA,88.11196,-3.055581096,-3.589510559,2030.942908,194.8692358,12:30:00,6.40309,2.7154,6.58542,-14.68777,20.60451,5.47651,2.3713,-0.12138,80.105950000000007,-5.847718162,-2.545018333,0.4275739772,-4.10651,12.32892,-2.47223,50,6.18757,7.87333,-127.93591,-7.25092,-6.75788,28.13994,-11.88496,f824b049-91a7-404f-abd2-ce975e34561a,44e18ee2-9786-45d5-8f8b-2e8b0270a824,88.15419,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25093935,1771.973308,0.8724879962,NA,161072c8-fb99-4d7b-bbf4-3468007c924d,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
3,2025-10-24,13:41:07,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,NA,Live,NA,87.86677,-2.989502935,-1.110276254,2035.382615,NA,NA,6.51869,2.64828,6.51812,NA,NA,NA,2.36314,1.76918,79.97145,NA,NA,0.4286285907,-1.25863,11.14732,-2.57187,50,6.30337,2.42958,-127.79686,-7.15176,-2.06592,28.17719,-13.87671,9a81a8fe-e174-451a-a4b2-63b279abf83a,44e18ee2-9786-45d5-8f8b-2e8b0270a824,87.9373,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.23308177,1825.744925,0.8970033009,NA,3f32404a-0d61-4b5d-8b72-ea1cde885b71,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
4,2025-10-24,13:41:22,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,NA,Live,NA,83.63994,NA,NA,2444.397214,NA,NA,7.06827,3.30036,6.20245,NA,NA,NA,1.18134,0.2599,75.58022,NA,NA,0.456478339,0.22082,18.94304,-3.06714,50,6.64547,6.59844,-120.97634,-12.03129,0.32277,26.61919,-4.48572,52a8bf2f-4f15-4b5a-bbc6-0cf88bb00915,44e18ee2-9786-45d5-8f8b-2e8b0270a824,82.57224,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.34466666,862.2500751,0.3527454827,NA,6f076865-2ab6-4582-a86d-69f853bf62dd,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
5,2025-10-24,13:41:59,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,90.7904,-3.11978813,-3.441624344,2113.102454,207.463992,01:00:00,6.42564,2.37601,6.71221,-22.10875,10.80555,5.6229,1.7237,-0.30494,83.20289,-7.310142557,-2.369156375,0.4129178937,-4.10175,6.89271,-2.15054,50,6.21004,7.77548,-131.90502,-7.82087,-7.2131,28.54448,-20.05291,a033dc44-f315-4094-a970-c000662c4acf,44e18ee2-9786-45d5-8f8b-2e8b0270a824,91.28313,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.60770428,1780.035126,0.8423799436,NA,7d0ddafd-ef3a-49ef-adbb-db88a27e3e3a,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
6,2025-10-24,13:42:20,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,Slider,Live,NA,85.70719,-1.567085249,-1.878794551,2523.576247,167.1705382,11:30:00,6.18296,3.06109,6.41638,-26.85903,10.28484,-2.35014,2.50312,1.13766,78.68647,-6.637952474,-2.324873022,0.4386468436,0.76747,6.09142,-2.9261,50,6.05884,4.15913,-124.76754,-4.1739,1.20932,25.19217,-22.57574,8395357b-da57-4b3b-abb6-350de58e934b,44e18ee2-9786-45d5-8f8b-2e8b0270a824,85.9289,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.5412482,62.23401185,1175.636901,0.4658614544,10:30:00,54657339-1cb0-46a6-ba89-1d411b684a7b,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
7,2025-10-24,13:42:38,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,Slider,Live,NA,86.48788,-3.420614862,-1.767221869,2632.91926,139.9580902,10:45:00,6.31599,2.67259,6.16,-25.50532,11.4836,-9.67846,1.02578,0.23322,79.53689,-8.18229148,-3.59524424,0.4377308831,4.77302,7.22528,-2.53374,50,6.0434,4.16707,-125.67256,-8.27849,7.62048,25.86819,-20.63835,2c41a333-4bfd-43af-8aca-3e8ef0bbf8c2,44e18ee2-9786-45d5-8f8b-2e8b0270a824,86.1087,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07e1197c-995c-4ea2-a5ce-5954e4c154e1,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
8,2025-10-24,13:43:17,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,Slider,Live,NA,84.32103,NA,NA,2528.43071,NA,NA,6.85928,2.84056,6.13188,NA,NA,NA,1.42458,0.2761,76.33121,NA,NA,0.4528848255,9.39612,9.67438,-2.74291,50,6.56477,2.99593,-122.37268,-8.60352,13.96801,28.57551,-17.79239,937ec989-d77b-4a64-8e3d-db376331f9fc,44e18ee2-9786-45d5-8f8b-2e8b0270a824,83.22743,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ec9f6a2e-6795-4151-aa93-abfbedd83c0e,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
9,2025-10-24,13:43:38,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,90.50829,-2.306655891,-1.628733509,2149.516163,189.4137106,12:15:00,6.48928,2.51181,6.94907,-12.428,20.44724,3.39257,3.35283,1.31216,82.15727,-4.692663701,-0.9752880858,0.412672821,-2.39979,12.18383,-2.41208,50,6.34186,3.65764,-131.77015,-5.63655,-4.18207,30.31051,-10.94151,d4045f3b-2108-4df7-a2fb-7061a4e621f5,44e18ee2-9786-45d5-8f8b-2e8b0270a824,91.33734,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.899737,36.51340861,1727.604048,0.8037176356,01:15:00,03e5d930-aa82-4ed8-a834-5de4b724aa2a,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
10,2025-10-24,13:44:22,"Watkins, Hunter",821908,Right,OKL_CPR,NA,NA,NA,NA,Fastball,Live,NA,91.21383,NA,NA,2130.532407,NA,NA,7.61979,1.92794,6.70049,NA,NA,NA,3.66319,0.4738,82.14292,-3.588685743,-1.85860758,0.4134037751,1.05632,23.98619,-1.83751,50,7.29199,3.18812,-132.33546,-11.31968,1.84936,31.5979,9.81982,39190130-0fa8-4b3b-b7fa-7cc670f0bea1,44e18ee2-9786-45d5-8f8b-2e8b0270a824,91.17585,Pitching,23360082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35413246,1737.643636,0.815591272,NA,a4c237e5-3696-435a-bcc4-344a882881d0,90e285fa-6ee1-4ac0-b8c4-0009b18aa17b
